appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories 1,categories 2,positive_ratio,ratings,owners_average,MutualPlayerCount
10,Counter-Strike,Valve,Valve,,229658,5994,"10,000,000 .. 20,000,000",8894,525,157,757,12121,Action,USD,9.99,Multi-player, PvP,0.974564188,0.952840289,15000000,831
30,Day of Defeat,Valve,Valve,,6036,663,"5,000,000 .. 10,000,000",158,188,15,188,110,Action,USD,4.99,Multi-player, Valve Anti-Cheat enabled,0.901030004,0.801466586,7500000,103
70,Half-Life,Valve,Valve,,120187,4250,"10,000,000 .. 20,000,000",574,50,134,75,1135,Action,USD,9.99,Single-player, Multi-player,0.965846171,0.930085172,15000000,525
220,Half-Life 2,Valve,Valve,,185015,4520,"5,000,000 .. 10,000,000",838,35,350,59,1172,Action,USD,9.99,Single-player, Steam Achievements,0.976152162,0.94963923,7500000,1068
240,Counter-Strike: Source,Valve,Valve,,162606,6250,"10,000,000 .. 20,000,000",9450,489,394,848,9549,Action,USD,9.99,Multi-player, Cross-Platform Multiplayer,0.962986213,0.935661175,15000000,1039
400,Portal,Valve,Valve,,152329,2339,"10,000,000 .. 20,000,000",316,232,155,232,580,Action,USD,9.99,Single-player, Steam Achievements,0.984877286,0.951948387,15000000,558
500,Left 4 Dead,Valve,Valve,,52908,2023,"5,000,000 .. 10,000,000",1410,408,119,408,548,Action,USD,9.99,Single-player, Multi-player,0.963171979,0.898873583,7500000,540
550,Left 4 Dead 2,Valve,Valve,,824979,20698,"50,000,000 .. 100,000,000",2221,247,524,224,27735,Action,USD,9.99,Single-player, Multi-player,0.975524934,0.968912474,75000000,2178
620,Portal 2,Valve,Valve,,383165,4946,"10,000,000 .. 20,000,000",905,147,508,55,2358,"Action, Adventure",USD,9.99,Single-player, Multi-player,0.987256223,0.972570721,15000000,1575
730,Counter-Strike: Global Offensive,Valve,Valve,,6972842,1009516,"100,000,000 .. 200,000,000",32202,1014,5435,346,1349202,"Action, Free to Play",,0,Multi-player, Cross-Platform Multiplayer,0.873531606,0.873183792,150000000,4047
583950,Artifact,Valve,Valve,,11597,13203,"1,000,000 .. 2,000,000",1216,0,480,0,60,Strategy,,0,Single-player, Multi-player,0.467620968,0.636443416,1500000,87
1046930,Dota Underlords,Valve,Valve,,74585,16073,"5,000,000 .. 10,000,000",3256,110,283,113,1644,"Casual, Free to Play, Strategy",,0,Single-player, Multi-player,0.822707318,0.811949303,7500000,230
3300,Bejeweled 2 Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,492,26,"50,000 .. 100,000",52,0,84,0,45,Casual,USD,4.99,Single-player, Remote Play on Phone,0.94980695,0.781749853,75000,3
3350,Bejeweled Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,183,19,"50,000 .. 100,000",160,0,160,0,12,Casual,USD,4.99,Single-player, Remote Play on Phone,0.905940594,0.779657409,75000,4
2620,Call of Duty (2003),Infinity Ward,Activision,,5689,313,"500,000 .. 1,000,000",433,0,366,0,62,Action,USD,19.99,Single-player, Multi-player,0.947850716,0.807442138,750000,49
3920,Sid Meier's Pirates!,Firaxis Games,2K,,5935,351,"200,000 .. 500,000",532,1,406,1,146,RPG,USD,9.99,Single-player, Family Sharing,0.944161629,0.807909563,350000,25
4000,Garry's Mod,Facepunch Studios,Valve,,1023411,34419,"20,000,000 .. 50,000,000",10517,211,1291,54,25954,"Casual, Indie, Simulation",USD,9.99,Single-player, Multi-player,0.967462636,0.962358566,35000000,1849
3480,Peggle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,7593,219,"200,000 .. 500,000",290,244,186,454,257,Casual,USD,4.99,Single-player, Remote Play on Phone,0.971966206,0.819330215,350000,39
7400,Ricochet: Lost Worlds,Reflexive Entertainment,Reflexive Entertainment,,0,0,"0 .. 20,000",0,0,0,0,1,Casual,,0,Single-player, Family Sharing,,0.778790122,10000,0
8000,Tomb Raider: Anniversary,Crystal Dynamics,Crystal Dynamics,,5007,1062,"500,000 .. 1,000,000",223,0,104,0,76,"Action, Adventure",USD,0.98,Single-player, Full controller support,0.825012358,0.786696254,750000,50
9500,Gish,"Cryptic Sea, Edmund McMillen",Chronic Logic,,263,186,"200,000 .. 500,000",62,0,79,0,1,"Action, Adventure, Indie",USD,9.99,Single-player, Multi-player,0.585746102,0.775887513,350000,4
2280,DOOM (1993),id Software,id Software,,16746,530,"1,000,000 .. 2,000,000",137,2,80,2,79,Action,USD,4.99,Single-player, Multi-player,0.969321602,0.849291634,1500000,59
2290,Final DOOM,id Software,id Software,,1067,179,"500,000 .. 1,000,000",23,0,7,0,3,Action,,0,Single-player, Steam Cloud,0.856340289,0.781941841,750000,12
2310,Quake,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,,12749,465,"1,000,000 .. 2,000,000",256,0,47,0,112,Action,USD,9.99,Single-player, Multi-player,0.96481005,0.836455131,1500000,56
4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,SEGA,,14696,846,"1,000,000 .. 2,000,000",2451,445,507,445,1039,Strategy,,0,Single-player, Multi-player,0.945566851,0.83644918,1500000,71
8600,RACE 07,SimBin,SimBin,,2207,385,"500,000 .. 1,000,000",167,0,83,0,8,Racing,USD,3.99,Single-player, Multi-player,0.851466049,0.784676014,750000,21
7670,BioShock,"2K Boston, 2K Australia",2K,,28025,1721,"2,000,000 .. 5,000,000",387,0,203,0,55,"Action, RPG",,0,Single-player, Partial Controller Support,0.942143481,0.86092701,3500000,205
13560,Tom Clancy's Splinter Cell,Ubisoft,Ubisoft,,2495,349,"500,000 .. 1,000,000",394,0,382,0,21,Action,USD,9.99,Single-player, Family Sharing,0.877285513,0.787474245,750000,29
16300,Everyday Shooter,Queasy Games,XGen Studios,,100,6,"20,000 .. 50,000",101,0,101,0,0,"Indie, Casual",USD,9.99,Single-player, Partial Controller Support,0.943396226,0.779381214,35000,0
15170,Heroes of Might & Magic V,Nival,Ubisoft,,3032,419,"500,000 .. 1,000,000",2628,0,569,0,304,Strategy,USD,2.49,Single-player, Family Sharing,0.878585917,0.789269636,750000,34
20900,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,68462,8630,"2,000,000 .. 5,000,000",876,2,203,2,882,"Action, RPG",USD,1.49,Single-player, Steam Cloud,0.888055829,0.857880662,3500000,294
22000,World of Goo,2D BOY,2D BOY,,5388,314,"1,000,000 .. 2,000,000",583,0,91,0,16,Indie,USD,14.99,Single-player, Steam Achievements,0.944931603,0.805768554,1500000,64
7450,Ricochet Infinity,Reflexive Entertainment,Reflexive Entertainment,,0,0,"0 .. 20,000",0,0,0,0,1,Casual,,0,Single-player, Multi-player,,0.778790122,10000,0
3540,Peggle Nights,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,1966,70,"200,000 .. 500,000",321,0,110,0,79,Casual,USD,4.99,Single-player, Remote Play on Phone,0.965618861,0.790885493,350000,25
16030,7 Wonders: Treasures of Seven,MumboJumbo,Accelerate Games,,100,37,"20,000 .. 50,000",0,0,0,0,0,Casual,USD,9.99,Single-player, Family Sharing,0.729927007,0.77856358,35000,9
13600,Prince of Persia: The Sands of Time,Kudosoft,Ubisoft,,3195,534,"200,000 .. 500,000",368,0,104,0,40,"Action, Adventure",USD,1.99,Single-player, Family Sharing,0.856798069,0.78756734,350000,33
12210,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,123003,28204,"5,000,000 .. 10,000,000",1483,310,542,416,3393,"Action, Adventure",USD,5.99,Single-player, Multi-player,0.813474244,0.807826173,7500000,766
17390,SPORE,Maxis™,Electronic Arts,,53499,4458,"2,000,000 .. 5,000,000",2578,60,431,60,1111,"Action, Adventure, Casual, RPG, Simulation, Strategy",USD,19.99,Single-player, Steam Trading Cards,0.923080905,0.874505957,3500000,199
17410,Mirror's Edge,DICE,Electronic Arts,,31313,4469,"2,000,000 .. 5,000,000",312,0,241,0,62,"Action, Adventure",USD,19.99,Single-player, Full controller support,0.875104801,0.831652294,3500000,323
15400,Harvest: Massive Encounter,Oxeye Game Studio,Oxeye Game Studio,,119,34,"50,000 .. 100,000",0,0,0,0,2,"Strategy, Indie",USD,7.99,Single-player, Steam Achievements,0.777777778,0.778784884,75000,0
16450,F.E.A.R. 2: Project Origin,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,6436,1078,"500,000 .. 1,000,000",374,57,411,62,38,Action,USD,14.99,Single-player, Multi-player,0.856534469,0.794609881,750000,113
11500,ToCA Race Driver 3,Codemasters Studios,Codemasters,,0,0,"0 .. 20,000",0,0,0,0,2,Racing,,0,Single-player, Multi-player,,0.778790122,10000,1
26000,The Maw,Twisted Pixel Games,Twisted Pixel Games,,263,49,"50,000 .. 100,000",15,0,21,0,0,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.842948718,0.779463552,75000,7
26800,Braid,Number None,Number None,,8863,584,"1,000,000 .. 2,000,000",232,0,135,0,12,"Casual, Indie, Strategy",USD,14.99,Single-player, Steam Achievements,0.938181433,0.817539029,1500000,46
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,120474,3031,"5,000,000 .. 10,000,000",1597,62,576,53,5440,Strategy,USD,4.99,Single-player, Steam Achievements,0.975458483,0.937630666,7500000,430
29160,Blueberry Garden,Erik Svedäng,Erik Svedäng,,120,35,"0 .. 20,000",2,0,2,0,0,"Adventure, Indie",USD,4.99,Single-player, Family Sharing,0.774193548,0.778766026,10000,6
22330,The Elder Scrolls IV: Oblivion Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,42739,1990,"1,000,000 .. 2,000,000",2253,5,540,5,1133,RPG,USD,14.99,Single-player, Steam Cloud,0.955509848,0.885403537,1500000,193
9860,The Chronicles of Riddick Assault on Dark Athena,Starbreeze Studios AB,Atari,,0,0,"0 .. 20,000",400,0,750,0,2,Action,,0,Single-player, Multi-player,,0.778790122,10000,9
35700,Trine Enchanted Edition,Frozenbyte,Frozenbyte,,14062,612,"2,000,000 .. 5,000,000",233,0,168,0,40,"Action, Adventure, Indie",USD,14.99,Single-player, Multi-player,0.95829358,0.838536838,3500000,218
6040,The Dig,LucasArts,LucasArts,,1017,91,"100,000 .. 200,000",344,0,345,0,8,Adventure,USD,5.99,Single-player, Steam Cloud,0.917870036,0.783839178,150000,14
32330,LEGO Indiana Jones: The Original Adventures,Traveller's Tales,"LucasArts, Lucasfilm, Disney",,2909,390,"200,000 .. 500,000",1067,78,906,78,46,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.881782358,0.789176978,350000,20
6000,STAR WARS Republic Commando,LucasArts,"LucasArts, Lucasfilm, Disney",,14196,625,"1,000,000 .. 2,000,000",443,0,164,0,57,Action,USD,9.99,Single-player, Multi-player,0.957830106,0.838779528,1500000,49
34900,Bad Rats: the Rats' Revenge,Invent4 Entertainment,Strategy First,,11751,3141,"200,000 .. 500,000",116,0,135,0,17,Indie,USD,1.99,Single-player, Steam Achievements,0.789081386,0.782249295,350000,130
35140,Batman: Arkham Asylum Game of the Year Edition,Rocksteady Studios,WB Games,,59341,2283,"2,000,000 .. 5,000,000",532,22,317,22,486,"Action, Adventure",USD,19.99,Single-player, Steam Achievements,0.962952746,0.903452387,3500000,449
38400,Fallout: A Post Nuclear Role Playing Game,Interplay Inc.,Bethesda Softworks,,16741,1111,"2,000,000 .. 5,000,000",299,0,42,0,199,RPG,USD,9.99,Single-player, Steam Cloud,0.937766077,0.838835791,3500000,88
38410,Fallout 2: A Post Nuclear Role Playing Game,Black Isle Studios,Bethesda Softworks,,12201,735,"1,000,000 .. 2,000,000",492,0,59,0,289,RPG,USD,9.99,Single-player, Steam Cloud,0.943181818,0.82900589,1500000,59
15520,AaAaAA!!! - A Reckless Disregard for Gravity,"Dejobaan Games, LLC","Dejobaan Games, LLC",,619,117,"100,000 .. 200,000",64,0,92,0,1,"Action, Indie, Sports",USD,9.99,Single-player, Steam Achievements,0.841032609,0.780309608,150000,20
32370,STAR WARS Knights of the Old Republic,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",,26987,2637,"1,000,000 .. 2,000,000",2208,0,413,0,317,"Adventure, RPG",USD,9.99,Single-player, Steam Cloud,0.910984337,0.845123833,1500000,91
8980,Borderlands Game of the Year,Gearbox Software,2K,,28254,2908,"1,000,000 .. 2,000,000",1979,0,797,0,133,"Action, RPG",USD,29.99,Single-player, Multi-player,0.906681214,0.844582345,1500000,359
41500,Torchlight,Runic Games,Gearbox Publishing,,6009,582,"1,000,000 .. 2,000,000",494,0,413,0,43,RPG,USD,14.99,Single-player, Steam Achievements,0.91169777,0.803120817,1500000,116
17450,Dragon Age: Origins,BioWare,Electronic Arts,,9608,854,"500,000 .. 1,000,000",1794,0,897,0,18,RPG,,0,Single-player, Steam Trading Cards,0.918371248,0.815412312,750000,81
18110,Shattered Horizon,Futuremark,Futuremark,,412,74,"100,000 .. 200,000",77,0,130,0,0,"Action, Indie",,0,Single-player, Multi-player,0.847736626,0.779910841,150000,6
37100,Aztaka,Citeremis Inc.,Citeremis Inc.,,107,48,"50,000 .. 100,000",0,0,0,0,0,"Action, Indie, RPG",,0,Single-player, Family Sharing,0.690322581,0.778326357,75000,4
41900,The Bard's Tale ARPG: Remastered and Resnarkled,inXile Entertainment,inXile Entertainment,,967,314,"500,000 .. 1,000,000",421,0,451,0,6,"Action, Adventure, RPG",USD,19.99,Single-player, Steam Achievements,0.754879001,0.777792192,750000,38
22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,,35207,8511,"2,000,000 .. 5,000,000",1150,161,353,161,797,RPG,USD,19.99,Single-player, Family Sharing,0.805320463,0.794650136,3500000,226
24980,Mass Effect 2 (2010 Edition),BioWare,Electronic Arts,,14634,911,"1,000,000 .. 2,000,000",1156,0,277,0,12,RPG,,0,Single-player, Family Sharing,0.941395947,0.835014289,1500000,109
45100,Secret of the Magic Crystals,Artery Games,Artery Games,,1362,297,"50,000 .. 100,000",172,0,158,0,4,"Casual, Indie",USD,4.99,Single-player, Steam Achievements,0.820976492,0.781042566,75000,31
8850,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia",2K,,12295,1482,"2,000,000 .. 5,000,000",159,0,62,0,37,Action,,0,Single-player, Multi-player,0.892429411,0.815039727,3500000,161
37030,UFO: Extraterrestrials Gold,Chaos Concept,ND Games,,178,53,"100,000 .. 200,000",268,0,268,0,0,Strategy,,0,Single-player, Family Sharing,0.770562771,0.77872601,150000,2
12430,SlamIt Pinball Big Score,Technetium Games,Kalypso Media Digital,,44,82,"0 .. 20,000",0,0,0,0,0,Casual,USD,4.99,Single-player, Family Sharing,0.349206349,0.776957692,10000,3
8190,Just Cause 2,Avalanche Studios,Square Enix,,45440,4587,"2,000,000 .. 5,000,000",946,15,184,15,161,"Action, Adventure",USD,14.99,Single-player, Steam Achievements,0.908309513,0.860354743,3500000,361
50910,Professor Fizzwizzle and the Molten Mystery,Big Fish Games,Big Fish Games,,33,0,"0 .. 20,000",0,0,0,0,0,Casual,USD,6.99,Single-player, Family Sharing,1,0.779038034,10000,1
21090,F.E.A.R.,"Monolith Productions, Inc., Timegate","Warner Bros. Games, Warner Bros. Interactive Entertainment",,13554,895,"1,000,000 .. 2,000,000",332,159,213,318,43,Action,USD,54.99,Single-player, Family Sharing,0.938057997,0.831256467,1500000,107
32360,The Secret of Monkey Island: Special Edition,LucasArts,"LucasArts, Lucasfilm, Disney",,5120,244,"500,000 .. 1,000,000",355,0,268,0,38,Adventure,USD,9.99,Single-player, Full controller support,0.954511559,0.805893631,750000,30
21130,LEGO Harry Potter: Years 1-4,TT Games,Warner Bros. Interactive Entertainment,,7138,1033,"1,000,000 .. 2,000,000",658,0,244,0,196,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.873577286,0.799397634,1500000,56
32460,Monkey Island 2 Special Edition: LeChuck’s Revenge,LucasArts,"LucasArts, Lucasfilm, Disney",,2463,111,"200,000 .. 500,000",333,0,370,0,37,Adventure,USD,9.99,Single-player, Steam Achievements,0.956876457,0.793120912,350000,18
24780,SimCity 4 Deluxe Edition,"EA - Maxis, Aspyr (Mac)","Electronic Arts, Aspyr (Mac)",,6799,1540,"1,000,000 .. 2,000,000",997,0,480,0,456,"Simulation, Strategy",USD,19.99,Single-player, Family Sharing,0.815325579,0.786860472,1500000,54
70400,Recettear: An Item Shop's Tale,EasyGameStation,Carpe Fulgur LLC,,6724,272,"500,000 .. 1,000,000",668,0,423,0,24,"RPG, Indie",USD,19.99,Single-player, Partial Controller Support,0.96112064,0.813825302,750000,50
38530,Top Gun,doublesix,Paramount Digital Entertainment,,0,0,"0 .. 20,000",0,0,0,0,1,"Action, Simulation",,0,Single-player, Multi-player,,0.778790122,10000,1
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,,188434,7030,"5,000,000 .. 10,000,000",4018,653,1238,1081,4930,"Action, RPG",USD,9.99,Single-player, Steam Achievements,0.964034298,0.939805347,7500000,459
8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,189325,7574,"10,000,000 .. 20,000,000",6499,248,2893,248,17971,Strategy,USD,29.99,Single-player, Multi-player,0.961533578,0.937783265,15000000,561
50620,Darksiders,Vigil Games,THQ Nordic,,10780,1277,"2,000,000 .. 5,000,000",519,0,90,0,35,"Action, Adventure",,0,Single-player, Steam Achievements,0.894086423,0.812311669,3500000,118
462780,Darksiders Warmastered Edition,"KAIKO, Vigil Games",THQ Nordic,,12428,1789,"500,000 .. 1,000,000",442,0,246,0,150,"Action, Adventure, RPG",USD,4.99,Single-player, Steam Achievements,0.874164732,0.809868534,750000,246
42700,Call of Duty: Black Ops,Treyarch,Activision,,33323,3400,"2,000,000 .. 5,000,000",1273,169,499,169,526,Action,USD,39.99,Single-player, Multi-player,0.907414972,0.850211344,3500000,336
78000,Bejeweled 3,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,6087,254,"500,000 .. 1,000,000",1464,41,1662,41,424,"Casual, Strategy",USD,4.99,Single-player, Steam Achievements,0.959943227,0.810918064,750000,91
61600,Zen Bound 2,Secret Exit Ltd.,Secret Exit Ltd.,,492,76,"100,000 .. 200,000",50,0,82,0,0,"Indie, Casual",USD,4.99,Single-player, Steam Achievements,0.866197183,0.780446096,150000,7
40800,Super Meat Boy,Team Meat,,,31981,1822,"2,000,000 .. 5,000,000",386,0,127,0,100,Indie,USD,14.99,Single-player, Steam Achievements,0.946099459,0.868254609,3500000,237
47870,Need For Speed: Hot Pursuit,Criterion Games,Electronic Arts,,16382,3486,"2,000,000 .. 5,000,000",523,1314,174,1314,43,Racing,,0,Single-player, Multi-player,0.824541977,0.797235445,3500000,130
29180,Osmos,Hemisphere Games,Hemisphere Games,,1141,178,"200,000 .. 500,000",108,0,77,0,4,"Casual, Indie",USD,9.99,Single-player, Steam Achievements,0.86504928,0.782492356,350000,13
40700,Machinarium,Amanita Design,Amanita Design,,13559,640,"1,000,000 .. 2,000,000",219,0,248,0,47,"Adventure, Indie",USD,19.99,Single-player, Steam Achievements,0.954926403,0.836136219,1500000,56
15750,Oddworld: Stranger's Wrath HD,Oddworld Inhabitants,Oddworld Inhabitants,,1299,196,"200,000 .. 500,000",18,0,25,0,8,"Action, Adventure, Strategy",USD,9.99,Single-player, Steam Achievements,0.868896321,0.783148548,350000,15
56400,"Warhammer 40,000: Dawn of War II: Retribution","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",,6660,680,"2,000,000 .. 5,000,000",1934,0,792,0,315,Strategy,USD,29.99,Single-player, Multi-player,0.907356948,0.804466638,3500000,81
47890,The Sims 3,The Sims Studio,Electronic Arts,,26783,4047,"2,000,000 .. 5,000,000",2565,0,942,0,2264,Simulation,USD,19.99,Single-player, Family Sharing,0.868731755,0.824818967,3500000,138
48190,Assassin’s Creed Brotherhood,Ubisoft Montreal,Ubisoft,,17554,2209,"1,000,000 .. 2,000,000",1183,0,1197,0,273,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.888225472,0.822770627,1500000,155
92800,SpaceChem,Zachtronics,Zachtronics,,4481,384,"1,000,000 .. 2,000,000",290,0,151,0,15,"Indie, Simulation",USD,9.99,Single-player, Steam Achievements,0.921068859,0.79898362,1500000,46
71240,SEGA Bass Fishing,SEGA,SEGA,,898,107,"100,000 .. 200,000",8,0,9,0,5,"Simulation, Sports",USD,7.99,Single-player, Partial Controller Support,0.893532338,0.782581206,150000,11
47920,Shift 2 Unleashed,Slightly Mad Studios,Electronic Arts,,1689,823,"100,000 .. 200,000",236,0,126,0,11,Racing,,0,Single-player, Multi-player,0.672372611,0.770416636,150000,20
9200,RAGE,id Software,Bethesda Softworks,,13075,3803,"1,000,000 .. 2,000,000",1089,0,421,0,79,Action,USD,9.99,Single-player, Multi-player,0.774677094,0.777290475,1500000,153
96000,The Tiny Bang Story,Colibri Games,Colibri Games,,5495,783,"5,000,000 .. 10,000,000",303,0,303,0,8,"Adventure, Casual, Indie",USD,4.99,Single-player, Steam Trading Cards,0.875278751,0.795762502,7500000,117
45760,Ultra Street Fighter IV,Capcom,Capcom,,12864,1495,"500,000 .. 1,000,000",2173,24,1444,24,144,Action,USD,29.99,Single-player, Multi-player,0.895884114,0.817202014,750000,118
105100,Lume,State of Play,State of Play,,228,267,"50,000 .. 100,000",39,0,39,0,0,"Adventure, Casual, Indie",USD,5.99,Single-player, Family Sharing,0.460606061,0.773523878,75000,3
105600,Terraria,Re-Logic,Re-Logic,,1239903,29970,"20,000,000 .. 50,000,000",7679,231,2156,148,31944,"Action, Adventure, Indie, RPG",USD,9.99,Single-player, Multi-player,0.976399215,0.971925825,35000000,1507
20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,74042,8614,"2,000,000 .. 5,000,000",1000,219,328,329,720,RPG,USD,2.99,Single-player, Steam Achievements,0.89578494,0.865079392,3500000,574
97000,Solar 2,Murudai,Murudai,,1895,187,"200,000 .. 500,000",340,0,356,0,4,"Action, Adventure, Casual, Indie, Simulation",USD,9.99,Single-player, Steam Achievements,0.910182517,0.787476004,350000,16
98800,Dungeons of Dredmor,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",,4867,310,"200,000 .. 500,000",1349,0,756,0,33,"Casual, Indie, RPG",USD,7.99,Single-player, Steam Achievements,0.94011976,0.802936162,350000,55
18700,And Yet It Moves,Broken Rules,Broken Rules,,872,385,"200,000 .. 500,000",55,0,31,0,0,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.693715195,0.775303317,350000,9
26500,Cogs,Lazy 8 Studios,,,771,97,"200,000 .. 500,000",107,0,36,0,1,"Indie, Casual",USD,5.99,Single-player, Steam Achievements,0.888248848,0.781927773,350000,15
26900,Crayon Physics Deluxe,Kloonigames,Kloonigames,,922,151,"500,000 .. 1,000,000",34,0,25,0,0,"Casual, Indie",USD,19.99,Single-player, Family Sharing,0.859273066,0.78162287,750000,8
70300,VVVVVV,Terry Cavanagh,Terry Cavanagh,,9173,349,"500,000 .. 1,000,000",226,0,57,0,12,"Action, Indie",USD,4.99,Single-player, Steam Achievements,0.963348036,0.823926255,750000,53
96200,Steel Storm: Burning Retribution,Kot in Action Creative Artel,Kot in Action Creative Artel,,212,142,"100,000 .. 200,000",292,0,325,0,0,"Action, Indie",USD,14.99,Single-player, Multi-player,0.598870056,0.776650424,150000,36
48000,LIMBO,Playdead,Playdead,,47884,3627,"2,000,000 .. 5,000,000",178,390,131,390,119,"Action, Adventure, Indie",USD,9.99,Single-player, Steam Achievements,0.929587855,0.874778626,3500000,234
107100,Bastion,Supergiant Games,Supergiant Games,,34932,1655,"2,000,000 .. 5,000,000",471,1,210,1,38,"Action, Indie, RPG",USD,14.99,Single-player, Steam Achievements,0.954765354,0.876342213,3500000,166
111000,The Clockwork Man,Total Eclipse,Total Eclipse,,48,37,"0 .. 20,000",0,0,0,0,0,"Indie, Casual",USD,6.99,Single-player, Family Sharing,0.564705882,0.778173221,10000,4
46560,Robin Hood: The Legend of Sherwood,Spellbound,Microids,,921,515,"200,000 .. 500,000",198,0,286,0,12,Strategy,USD,7.99,Single-player, Family Sharing,0.641364903,0.772393003,350000,9
112100,Avadon: The Black Fortress,Spiderweb Software,Spiderweb Software,,469,108,"200,000 .. 500,000",1144,0,2263,0,8,"Indie, RPG",USD,9.99,Single-player, Steam Achievements,0.812824957,0.779444951,350000,8
7940,Call of Duty 4: Modern Warfare (2007),Infinity Ward,Activision,,21633,1503,"2,000,000 .. 5,000,000",830,1,435,1,475,Action,USD,19.99,Single-player, Multi-player,0.935036307,0.84758181,3500000,207
41070,Serious Sam 3: BFE,Croteam,Devolver Digital,,23536,3121,"2,000,000 .. 5,000,000",444,2,241,2,37,"Action, Indie",USD,29.99,Single-player, Multi-player,0.882920059,0.82829624,3500000,301
113200,The Binding of Isaac,"Edmund McMillen, Florian Himsl",Edmund McMillen,,55161,2798,"2,000,000 .. 5,000,000",1734,0,300,0,272,"Action, Adventure, Indie, RPG",USD,1.09,Single-player, Steam Achievements,0.951724495,0.893508123,3500000,406
102500,Kingdoms of Amalur: Reckoning,"Big Huge Games, 38 Studios","38 Studios, Electronic Arts",,11321,1535,"1,000,000 .. 2,000,000",953,0,520,0,39,"Action, RPG",,0,Single-player, Steam Achievements,0.880600498,0.809755709,1500000,56
65800,Dungeon Defenders,Chromatic Games,Chromatic Games,,15810,1170,"2,000,000 .. 5,000,000",2961,0,658,0,388,"Action, Indie, RPG, Strategy",USD,14.99,Single-player, Multi-player,0.931095406,0.834534784,3500000,237
34270,SEGA Mega Drive and Genesis Classics,D3T Limited,SEGA,,9104,1772,"1,000,000 .. 2,000,000",160,0,31,0,83,"Action, Adventure, Casual, RPG",,0,Single-player, Multi-player,0.837072453,0.794523544,1500000,217
71340,Sonic Generations Collection,Devil's Details,SEGA,,21800,1521,"1,000,000 .. 2,000,000",669,9,168,9,112,Action,USD,19.99,Single-player, Steam Achievements,0.934779812,0.847775185,1500000,82
70620,Worms Crazy Golf,Team17 Digital Ltd,Team17 Digital Ltd,,552,128,"200,000 .. 500,000",42,0,61,0,0,"Sports, Strategy",USD,9.99,Single-player, Steam Achievements,0.811764706,0.779535245,350000,11
102600,Orcs Must Die!,Robot Entertainment,Robot Entertainment,,7385,285,"1,000,000 .. 2,000,000",210,0,102,0,19,"Action, Indie, Strategy",USD,9.99,Single-player, Steam Achievements,0.962842243,0.816858572,1500000,87
48220,Might & Magic: Heroes VI,Blackhole,Ubisoft,,4012,4384,"500,000 .. 1,000,000",2846,0,1328,0,145,"RPG, Strategy",USD,9.99,Single-player,,0.477846594,0.711960957,750000,31
115100,Costume Quest,Double Fine Productions,Double Fine Productions,,3492,245,"200,000 .. 500,000",283,0,150,0,6,"Adventure, Casual, RPG",USD,9.99,Single-player, Steam Achievements,0.93443939,0.796336641,350000,92
57400,Batman: Arkham City,Rocksteady Studios,Warner Bros. Interactive Entertainment,,2040,29,"50,000 .. 100,000",1518,0,1396,0,0,"Action, Adventure",,0,Single-player, Steam Achievements,0.985983567,0.792407038,75000,48
200260,Batman: Arkham City - Game of the Year Edition,Rocksteady Studios,WB Games,,57722,2382,"2,000,000 .. 5,000,000",810,48,327,93,980,"Action, Adventure",USD,19.99,Single-player, Steam Achievements,0.960368694,0.900707062,3500000,442
